id,filename,line_number,organization_name,city_state,organization_type,position_held,from_date,to_date,staffer_id,organization_id,organization_slug,pfd_endnote
"3740","680","105","Elmwood Chicago Holding, LLC","New York, New York","Limited Liability Company","Executive Committee & Key Person","2007-12-16","2017-01-16","693","7341","elmwood-chicago-holding-llc",""
"3741","680","106","Elmwood Chicago Member, LLC","New York, New York","Limited Liability Company","President","2008-01-16","2017-01-16","693","7342","elmwood-chicago-member-llc",""
"3742","680","107","Elmwood Chicago Associates, LLC","New York, New York","Limited Liability Company","President & Secretary","2008-01-16","2017-01-16","693","7343","elmwood-chicago-associates-llc",""
"3744","680","109","Oakwood Chicago Member, LLC","New York, New York","Limited Liability Company","Manager & President","2008-01-16","2017-01-16","693","7345","oakwood-chicago-member-llc",""
"3745","680","110","Oakwood Chicago Associates, LLC","New York, New York","Limited Liability Company","Manager & President","2008-01-16","2017-01-16","693","7346","oakwood-chicago-associates-llc",""
"3746","680","111","Fifth K Two LLC","New York, New York","Limited Liability Company","Manager","2011-12-16","2017-01-16","693","7347","fifth-k-two-llc",""
"3747","680","112","95 Bauer Drive Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7348","95-bauer-drive-associates-llc",""
"3749","680","114","15-00 Pollitt Drive Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7350","15-00-pollitt-drive-associates-llc",""
"3750","680","115","17-01 Pollitt Drive Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7351","17-01-pollitt-drive-associates-llc",""
"3751","680","116","19-00 Pollitt Drive Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7352","19-00-pollitt-drive-associates-llc",""
"3752","680","117","40 Potash Road Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7353","40-potash-road-associates-llc",""
"3753","680","118","5 Thorton Road Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7354","5-thorton-road-associates-llc",""
"3755","680","120","125 Algonquin Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7356","125-algonquin-associates-llc",""
"3756","680","121","145 Algonquin Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7357","145-algonquin-associates-llc",""
"3757","680","122","156 Algonquin Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7358","156-algonquin-associates-llc",""
"3758","680","123","30 Leslie Associates, LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2014-05-16","2017-01-16","693","7359","30-leslie-associates-llc",""
"3759","680","124","Colts Neck Building Corp.","Florham Park, New Jersey","Corporation","Vice President & Secretary","2007-02-15","2017-01-16","693","7360","colts-neck-building-corp",""
"3760","680","125","340 Flatbush Lender, LLC","New York, New York","Limited Liability Company","President & Authorized Signatory","2015-12-16","2017-01-16","693","7361","340-flatbush-lender-llc",""
"3762","680","127","99 East 7th Street Realty LLC","New York, New York","Limited Liability Company","President & Vice President","2015-01-16","2017-01-16","693","7363","99-east-7th-street-realty-llc",""
"3763","680","128","120 MacDougal Street Realty LLC","New York, New York","Limited Liability Company","President & Vice President","2015-01-16","2017-01-16","693","7364","120-macdougal-street-realty-llc",""
"3764","680","129","156 Sullivan Street Realty LLC","New York, New York","Limited Liability Company","President & Vice President","2015-01-16","2017-01-16","693","7365","156-sullivan-street-realty-llc",""
"3766","680","131","318 East 6th Street Realty LLC","New York, New York","Limited Liability Company","President & Vice President","2015-01-16","2017-01-16","693","7367","318-east-6th-street-realty-llc",""
"3768","680","133","435 East 9th Street Realty LLC","New York, New York","Limited Liability Company","President & Vice President","2015-01-16","2017-01-16","693","7369","435-east-9th-street-realty-llc",""
"3769","680","134","Village JV 129 First Avenue LLC","New York, New York","Limited Liability Company","President & Secretary","2015-02-15","2017-01-16","693","7370","village-jv-129-first-avenue-llc",""
"3770","680","135","Village JV 143 First Avenue LLC","New York, New York","Limited Liability Company","Executive Vice President & Authorized Signatory","2015-02-15","2017-01-16","693","7371","village-jv-143-first-avenue-llc",""
"3771","680","136","Village JV 165 Avenue A LLC","New York, New York","Limited Liability Company","Key Person","2015-02-15","2017-01-16","693","7372","village-jv-165-avenue-a-llc",""
"3772","680","137","Village JV 191-193 Avenue A LLC","New York, New York","Limited Liability Company","Manager","2015-02-15","2017-01-16","693","7373","village-jv-191-193-avenue-a-llc",""
"3774","680","139","Village JV 211 Avenue A LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2015-02-15","2017-01-16","693","7375","village-jv-211-avenue-a-llc",""
"3775","680","140","Village JV 338 East 11th LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2015-02-15","2017-01-16","693","7376","village-jv-338-east-11th-llc",""
"3776","680","141","Village JV 435 East 12th LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2015-02-15","2017-01-16","693","7377","village-jv-435-east-12th-llc",""
"3777","680","142","Village JV 500 East 11th LLC","New York, New York","Limited Liability Company","Vice President & Secretary","2015-02-15","2017-01-16","693","7378","village-jv-500-east-11th-llc",""
"3778","680","143","KCLW 3rd Street LLC","New York, New York","Limited Liability Company","Manager","2014-08-16","2017-01-16","693","7379","kclw-3rd-street-llc",""
"3779","680","144","175-225 Third Owner LLC","New York, New York","Limited Liability Company","Officer","2014-12-16","2017-01-16","693","7380","175-225-third-owner-llc",""
"3780","680","145","KKC Managing Member LLC","New York, New York","Limited Liability Company","Managing Member & President","2013-05-16","2017-01-16","693","7381","kkc-managing-member-llc",""
"3782","680","147","Kushner Village 3 SPE LLC","New York, New York","Limited Liability Company","President","2013-03-16","2017-01-16","693","7383","kushner-village-3-spe-llc",""
"3783","680","148","Kushner Village 4 SPE LLC","New York, New York","Limited Liability Company","President","2013-03-16","2017-01-16","693","7384","kushner-village-4-spe-llc",""
"3784","680","149","118-120 East Fourth Owner LLC","New York, New York","Limited Liability Company","President","2013-03-16","2017-01-16","693","7385","118-120-east-fourth-owner-llc",""
"3785","680","150","195 East Fourth Owner LLC","New York, New York","Limited Liability Company","President","2013-03-16","2017-01-16","693","7386","195-east-fourth-owner-llc",""
"3786","680","151","199-203 East Fourth Owner LLC","New York, New York","Limited Liability Company","President","2013-03-16","2017-01-16","693","7387","199-203-east-fourth-owner-llc",""
"3788","680","153","Kushner Village 329 East 9th LLC","New York, New York","Limited Liability Company","President","2014-11-15","2017-01-16","693","7389","kushner-village-329-east-9th-llc",""
"3789","680","154","East 9th Manager LLC","New York, New York","Limited Liability Company","President","2014-11-15","2017-01-16","693","7390","east-9th-manager-llc",""
"3790","680","155","Kushner Village 325 East 10th LLC","New York, New York","Limited Liability Company","President","2013-03-16","2017-01-16","693","7391","kushner-village-325-east-10th-llc",""
"3792","680","157","ST Leonia, LLC","New York, New York","Limited Liability Company","Manager","2016-03-16","2017-01-16","693","7393","st-leonia-llc",""
"3793","680","158","Livingston Hills Building Corp.","Florham Park, New Jersey","Corporation","Executive Vice President","2007-02-15","2017-01-16","693","7394","livingston-hills-building-corp",""
"3794","680","159","Middle River JV LLC","New York, New York","Limited Liability Company","Principal","2014-05-16","2017-01-16","693","7395","middle-river-jv-llc",""
"3795","680","160","Georgetown Village I Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7396","georgetown-village-i-owner-llc",""
"3796","680","161","Georgetown Village II Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7397","georgetown-village-ii-owner-llc",""
"3797","680","162","Georgetown Village III Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7398","georgetown-village-iii-owner-llc",""
"3798","680","163","Georgetown Village IV Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7399","georgetown-village-iv-owner-llc",""
"3800","680","165","Cedarwood Riverbend Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7401","cedarwood-riverbend-owner-llc",""
"3801","680","166","Cedarwood Village Apartments I & II Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7402","cedarwood-village-apartments-i-ii-owner-llc",""
"3802","680","167","Cedarwood Village Apartments III Owner LLC","New York, New York","Limited Liability Company","Special Member","2011-06-16","2017-01-16","693","7403","cedarwood-village-apartments-iii-owner-llc",""
"3804","680","169","Coppertree Properties Owner LLC","New York, New York","Limited Liability Company","Manager","2012-11-15","2017-01-16","693","7405","coppertree-properties-owner-llc",""
"3805","680","170","Hunters Ridge Property Owner LLC","New York, New York","Limited Liability Company","Special Member","2013-06-16","2017-01-16","693","7406","hunters-ridge-property-owner-llc",""
"3806","680","171","Miracle Manor Property Owner LLC","New York, New York","Limited Liability Company","Special Member","2013-06-16","2017-01-16","693","7407","miracle-manor-property-owner-llc",""
"3807","680","172","Puck Midwest Partners 1 LLC","New York, New York","Limited Liability Company","Manager","2012-11-15","2017-01-16","693","7408","puck-midwest-partners-1-llc",""
"3809","680","174","Westminster Mgt GP Corp.","Florham Park, New Jersey","Corporation","Executive Vice President & Authorized Signatory","2011-06-16","2017-01-16","693","7410","westminster-mgt-gp-corp",""
"3811","680","176","Eatontown Monmouth Mall LLC","New York, New York","Limited Liability Company","Manager","2015-08-16","2017-01-16","693","7412","eatontown-monmouth-mall-llc",""
"3813","680","178","Eatontown Monmouth Mall (Junior Mezz) LLC","New York, New York","Limited Liability Company","Manager","2015-08-16","2017-01-16","693","7414","eatontown-monmouth-mall-junior-mezz-llc",""
"3814","680","179","Eatontown Monmouth Mall (Senior Mezz) LLC","New York, New York","Limited Liability Company","Manager","2015-08-16","2017-01-16","693","7415","eatontown-monmouth-mall-senior-mezz-llc",""
"3815","680","180","Eatontown Monmouth Mall Holdings LLC","New York, New York","Limited Liability Company","Manager","2015-08-16","2017-01-16","693","7416","eatontown-monmouth-mall-holdings-llc",""
"3816","680","181","VM Kushner (Senior Mezz) LLC","New York, New York","Limited Liability Company","Manager","2015-08-16","2017-01-16","693","7417","vm-kushner-senior-mezz-llc",""
"3817","680","182","VM Kushner LLC","New York, New York","Limited Liability Company","Manager","2015-08-16","2017-01-16","693","7418","vm-kushner-llc",""
"3819","680","184","Wallkill NYT Owner, LLC","New York, New York","Limited Liability Company","Manager","2015-10-16","2017-01-16","693","7420","wallkill-nyt-owner-llc",""
