id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url
"2928","Treasury","Anna Rae Fiedler","Special Assistant to the Assistant Secretary for Legislative Affairs","","","$59,912","2018-09-17","","","","","","64","anna-rae-fiedler","","","","","treasury","","","","","","","","","Fiedler","","","","",""
"2929","Energy","Rachael J. Beitler","Chief of Staff, Office of the Chief Financial Officer","Special Assistant, Assistant Secretary for Electricity Delivery and Energy Reliability","","$152,760","2018-09-16","","","","","","69","rachael-j-beitler","","","","","energy","false","","","","","","","","Beitler","","","","",""
"2941","Homeland Security","Ryan Jeffrey Propis","Senior Counselor to the Administrator, Transportation Security Administration","","","$115,421","2018-09-16","","","","","","62","ryan-jeffrey-propis","","","","","homeland-security","","","","","Ryan brings over five years of high-level government affairs, homeland security, political and legal experience to his new role. Most recently, Ryan served as Senior Counsel for the Committee on Homeland Security in the U.S. House of Representatives, where he worked on matters directly related to TSA. As a result, he is well-versed in aviation security matters and our critical mission.

Ryan is a graduate of University of Miami School of Law and the University of Florida, where he studied criminology. Ryan’s analytical skills, keen attention to detail, and experience working on Capitol Hill make him a valued addition to the TSA team.","Airports Council International","http://news.aci-na.org/mpower/showHtml.do?ac=acina&id=ayjv9u4_d88c4488","","Propis","","","","",""
"2939","Health and Human Services","Michael Samuel Rubino","Senior Advisor, Office of Intergovernmental and External Affairs","","","$114,590","2018-09-16","","","","","","6","michael-samuel-rubino","true","","","","health-and-human-services","","","","","","","","","Rubino","","","","",""
"2990","National Aeronautics and Space Administration","Kristen Eichamer","Deputy Press Secretary","","","$56,233","2018-08-27","","","","","","58","kristen-eichamer","","","","","national-aeronautics-and-space-administration","","","","","Biology and Economics dual major currently working as Deputy Press Secretary for NASA. I have extensive research and data analysis abilities that have contributed to improving the efficiency of small companies and large agencies. My strengths include communications, data collection and manipulation, and research. I am passionate about advancing our society to improve the lives of the world's citizens.","LinkedIn","https://www.linkedin.com/in/kristen-eichamer-887181ba/","","Eichamer","","","","",""
"2943","Housing and Urban Development","Caroline Grace Vanvick","Deputy Assistant Secretary for Public Affairs","","","$134,789","2018-09-16","","","","","","75","caroline-grace-vanvick","","","","","housing-and-urban-development","","","","","College of Charleston - BA, communications (2006-2010)
Activities and notes: Minor in political science; study abroad (Italy, Germany, and Austria); Panhellenic Extension Committee, Project Harambee, recruitment chair and fundraising chair; Big Brother/Big Sister","Legit Storm","https://www.legistorm.com/person/bio/197756/Caroline_Grace_Vanvick/hashkey/ae3cd168.html","","Vanvick","","","","",""
"2940","Health and Human Services","Jennifer Marie Sherman","Senior Advisor for Communications, Office of the Assistant Secretary for Health","","","$96,970","2018-09-16","","","","","","6","jennifer-marie-sherman","","","","","health-and-human-services","","","","","Jennifer  Sherman 
is  the  senior  adviser  for 
communications to Dr. Giroir. She was 
previously the press secretary for the House Energy and
Commerce 
committee and the director of communications for Rep. Brett Guthrie (R
-
Ky.).","HHS","http://hhs.com/assets/docs/trump_administration.pdf","","Sherman","","","","",""
"2938","Health and Human Services","Rebekah West Armstrong","Deputy Assistant Secretary for Legislation (Human Services)","","","$126,148","2018-09-16","","","","","","6","rebekah-west-armstrong","","","","","health-and-human-services","","","","","","","","","Armstrong","","","","",""
"2946","Justice","Andrew Peterson","Deputy Chief of Staff and Associate Deputy Attorney General","","","$175,500","2018-09-16","","","","","","29","andrew-peterson","","","","","justice","","","","","","","","","Peterson","","","","",""
"2949","Treasury","Robert Michael Baldwin","Special Assistant to the Under Secretary for International Affairs","","","$74,841","2018-09-16","","","","","","64","robert-michael-baldwin","","","","","treasury","false","","","","","","","","Baldwin","","","","",""
"2935","Energy","Charles Woo Park","Attorney Advisor","","","$96,970","2018-09-16","","","","","","69","charles-woo-park","","","","","energy","","","","","","","","","Park","","","","",""
"2952","Energy","Marilu Andrea Yuzon","Special Assistant to the Chief of Staff","","","$96,970","2018-09-11","","","","","","69","marilu-andrea-yuzon","","","","","energy","","","","","","","","","Yuzon","","","","",""
"2953","Energy","Kristin Elizabeth Repass","Special Assistant, Office of Economic Impact and Diversity","","","$56,233","2018-09-10","","","","","","69","kristin-elizabeth-repass","","","","","energy","","","","","","","","","Repass","","","","",""
"2950","Consumer Product Safety Commission","Dorothy S. Yahr","Special Assistant, Office of Commissioners","","","$118,410","2018-09-15","","","","","","71","dorothy-s-yahr","","","","","consumer-product-safety-commission","","","","","","","","","Yahr","","","","",""
"2942","Housing and Urban Development","Victoria Coressel","Congressional Actions Coordinator","","","$81,548","2018-09-16","","","","","","75","victoria-coressel-housing-and-urban-development","","","","","housing-and-urban-development","","","","","","","","","Coressel","","","","",""
"2937","Health and Human Services","Liam Michael Anderson","Communication Assistant, Office of the Assistant Secretary for Public Affairs","","","$45,972","2018-09-16","","","","","","6","liam-michael-anderson","","","","","health-and-human-services","","","","","","","","","Anderson","","","","",""
"2947","State","Antonin Scalia","Staff Assistant, Office of the Under Secretary for Management","","","$45,972","2018-09-16","","","","","","12","antonin-scalia","","","","","state","","","","","","","","","Scalia","","","","",""
"2951","Personnel Management","Sean Barela","Administrative Assistant, Office of Communications","","","$45,972","2018-09-14","","","","","","16","sean-barela","","","","","personnel-management","","","","","","","","","Barela","","","","",""
"2944","Justice","David Penn Burns","Principal Deputy Assistant Attorney, National Security Division","","","$179,700","2018-09-16","","","","","","29","david-penn-burns","","","","","justice","false","","","https://www.linkedin.com/in/david-p-burns-aa206511/","","","","","Burns","","","","",""
"2945","Justice","Danielle Douglas","Research Assistant, Office of Legislative Affairs","","","$45,972","2018-09-16","","","","","","29","danielle-douglas","","","","","justice","","","","","","","","","Douglas","","","","",""
"2957","Health and Human Services","Christopher Rea Traylor","Deputy Administrator for Strategy, Centers for Medicare and Medicaid Services","","","$179,700","2018-09-04","","","","","","6","christopher-rea-traylor","","","","","health-and-human-services","","","","","Chris Traylor, deputy administrator for strategy at the Centers for Medicare & Medicaid Services, has been named the acting director of the Center for Medicaid & CHIP Services.

Traylor’s promotion comes after the head of the agency responsible for both Medicaid and the Children’s Health Insurance Program, Mary Mayhew, announced her resignation after only three months in the job.

Before coming to the CMS in June 2018, Traylor led Advanced Perspectives Group, a health-care consulting firm working with managed care","Bloomberg","https://news.bloomberglaw.com/health-law-and-business/new-acting-head-of-medicaid-agency-ran-texas-health-programs","","Traylor","","","","",""
"2960","Personnel Management","Kathryn Johnson","Speech Writer","","","$68,036","2018-09-04","","","","","","16","kathryn-johnson","","","","","personnel-management","","","","","A seasoned marketing communications professional with extensive experience executing successful PR and marketing programs in a variety of professional settings, including law firms, local government, non-profit organizations, and corporate entities. Strengths include: creative problem solving, vendor and staff collaboration, messaging strategies, and project management. Considerable public speaking and panel facilitation experience.

Specialties: Management (projects and teams); staff and vendor supervision and collaboration; media and public relations; crisis management; event planning and management; media production; public speaking; development of collateral materials; sponsorship development and execution","LinkedIn","https://www.linkedin.com/in/kathrynholmesjohnson/","","Johnson","","","","",""
