id,slug,agency_slug,position_title_1,position_title_2,position_title_3,staffer_id,start_date,end_date,agency_id,grade_level,linkedin_url,organization_name,organization_type,position_held,from_date,to_date,organization_slug
2767,megan-p-sweeney,transportation,Special Assistant,,,2172,2017-08-20,,52,"$94,796",,Republican Party of Pennsylvania,Political Party,Communication s Director,2013-12-16,2017-02-15,republican-party-of-pennsylvania
2768,kimberly-jane-williams,transportation,Deputy Administrator,,,2173,2017-08-21,,52,"$160,000",,Maryland Department of Transportation (MDOT),Local Government,"Director, Washington Area Transit Office",2015-09-16,2017-08-16,maryland-department-of-transportation-mdot
2769,sharon-worthy,transportation,Director of Communications,,,1410,2017-05-28,,52,"$144,945",,"Jamestown-Yorktown Foundation, 2019 Commemoration",State educational museum,Communication s and Marketing,2016-07-16,2017-05-16,jamestown-yorktown-foundation-2019-commemoration
2770,gabrielle-rose-basile,transportation,Special Assistant for Scheduling and Advance,Special Assistant for Scheduling and Advance,,72,2017-04-12,,52,"$66,510",,Fierce Government Relations,Corporation,Executive Assistant,2014-05-16,2017-04-16,fierce-government-relations
2771,anthony-bedell,transportation,Deputy Assistant Secretary for Intergovernmental Affairs,Deputy Assistant Secretary for Intergovernmental Affairs,,87,2017-05-01,,52,"$179,700",,Red Five Strategies,Corporation,President,2014-10-16,2017-05-16,red-five-strategies
2772,douglas-r-burnett,transportation,Chief Counsel,,,2175,2017-11-06,,52,"$179,700",,Squire Patton Boggs (US) LLP,Law Firm,Partner,2009-08-16,2017-11-15,squire-patton-boggs-us-llp
2773,rebecca-buchheit,defense,"Special Assistant, White House Liaison Office","Defense Fellow, Washington Headquarters Services","Special Assistant To The Deputy Assistant Secretary Of Defense For Special Operations And Combating Terrorism, Office Of The Assistant Secretary Of Defense (Special Operations/Low Intensity Conflict)""",180,2017-01-20,,5,"$58,638",,Black Ankle Vineyards,Business Enterprise,Employee,2013-08-16,,black-ankle-vineyards
2775,grover-c-burthey,transportation,Deputy Assistant Secretary for Transportation Policy,,,193,2017-08-20,,52,"$179,700",,PIMCO,Corporation,Vice President,2012-08-16,2017-07-16,pimco
2776,peter-e-cipriano,transportation,Administrator,Special Assistant,,2176,2017-08-06,,52,"$112,021",,Citizens Budget Commission,Non-Profit,Public Policy Fellow,2016-09-16,2017-05-16,citizens-budget-commission
2777,peter-e-cipriano,transportation,Administrator,Special Assistant,,2176,2017-08-06,,52,"$112,021",,Research Foundation of the City University of New York,University/Colle ge,Research Assistant,2016-05-16,2016-08-16,research-foundation-of-the-city-university-of-new-york
2778,peter-e-cipriano,transportation,Administrator,Special Assistant,,2176,2017-08-06,,52,"$112,021",,Baruch College,University/Colle ge,Graduate Assistant,2016-01-16,2016-05-16,baruch-college
2780,andrew-l-fink,transportation,Special Assistant for Scheduling and Advance,,,2178,2017-08-20,,52,"$54,972",,The Heritage Foundation,501c3,Margaret Thatcher Center for Freedom Intern,2015-06-16,2015-08-16,the-heritage-foundation
2781,austin-whaley-bramwell,treasury,Senior Advisor,,,146,2017-06-26,2018-01-27,28,"$131,767",,"Milbank, Tweed, Hadley & McCloy LLP",Law Firm,Partner,2014-01-16,2017-06-16,milbank-tweed-hadley-mccloy-llp
2782,austin-whaley-bramwell,treasury,Senior Advisor,,,146,2017-06-26,2018-01-27,28,"$131,767",,New York University School of Law,University/Colle ge,Adjunct Professor of Law,2013-08-16,2017-06-16,new-york-university-school-of-law
2783,austin-whaley-bramwell,treasury,Senior Advisor,,,146,2017-06-26,2018-01-27,28,"$131,767",,Estate of a Family Member,Estate of a decedent,Co-Executor,2015-03-16,,estate-of-a-family-member
2785,bimal-patel,treasury,"Deputy Assistant Secretary, Financial Stability Oversight Council",,,1016,2017-05-01,,28,"$140,000",,O'Melveny & Myers LLP,Law Firm,Partner,2015-06-16,2017-04-16,o-melveny-myers-llp
2786,bimal-patel,treasury,"Deputy Assistant Secretary, Financial Stability Oversight Council",,,1016,2017-05-01,,28,"$140,000",,Stanford University,University/Colle ge,Consulting Associate Professor,2014-04-16,,stanford-university
2787,bradley-rolison-bailey,treasury,Deputy Assistant Secretary for Legislative Affairs (Tax and Budget),,,48,2017-05-01,,28,"$140,000",,"O'Rourke & Nappi, LLP",Law Firm,Attorney at Law,2016-05-16,2017-04-16,o-rourke-nappi-llp
2788,brian-richard-callanan,treasury,Deputy General Counsel,,,208,2017-03-09,,28,,,Cooper & Kirk PLLC,Law Firm,Partner,2017-01-16,2017-03-16,cooper-kirk-pllc
2789,brian-richard-callanan,treasury,Deputy General Counsel,,,208,2017-03-09,,28,,,King & Spalding,Law Firm,Litigation Associate,2013-06-16,2015-02-15,king-spalding-llp
2790,brian-robert-morgenstern,treasury,Assistant Secretary (Public Affairs),Senior Advisor,,2180,2017-08-21,,28,"$79,720",,"Gibson, Dunn & Crutcher LLP",Law Firm,Attorney,2010-11-15,,gibson-dunn-crutcher-llp
2791,brian-robert-morgenstern,treasury,Assistant Secretary (Public Affairs),Senior Advisor,,2180,2017-08-21,,28,"$79,720",,Win the Future Strategies LLC,Corporation,Sole Member,2016-04-16,,win-the-future-strategies-llc
2792,zachary-noah-isakowitz,treasury,Advance Representative,,,2181,2017-03-06,,28,"$44,941",,The Starboard,Corporation,door staff,2015-06-16,2015-08-16,the-starboard
2793,brittany-morgan-carey,treasury,Special Assistant,,,217,2017-07-10,,28,"$66,510",,McCarthy Victory Fund,Campaign Committee,Deputy National Finance Director,2016-01-16,2017-07-16,mccarthy-victory-fund
2794,brittany-morgan-carey,treasury,Special Assistant,,,217,2017-07-10,,28,"$66,510",,National Republican Congressional Committee,Campaign Committee,Staff,2016-01-16,2017-07-16,national-republican-congressional-committee
2795,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,"Hochman, Salkin, Rettig, Toscher & Perez, PC",Law Firm,President,1982-07-16,,hochman-salkin-rettig-toscher-perez-pc
2796,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,PADI Foundation,Non-Profit,President / Director,1992-06-16,,padi-foundation
2797,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,American Bar Association Section of Taxation,Non-Profit,"Vice-Chair, Administration",2015-09-16,,american-bar-association-section-of-taxation
5128,frank-t-bray,commerce,"Senior Advisor, Office of the Assistant Secretary for Export Administation",,,150,2017-06-12,,43,"$161,900",,Bray Consulting LLC,LLC,Manager,2019-03-12,,bray-consulting-llc
2840,jessica-renier,treasury,Senior Advisor,,,1091,2017-06-26,,28,"$131,767",,Deloitte Consulting LLP,Corporation,Senior Consultant,2014-02-15,2016-02-15,deloitte-touche-tohmatsu-limited
2800,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,"University of California, Los Angeles Extension, Annual Tax Controversy Institute",University/Colle ge,Institute Chair,1998-01-16,,university-of-california-los-angeles-extension-annual-tax-controversy-institute
2802,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,American Bar Association National Institute on Criminal Tax Fraud and Civil Tax Controversy,Non-Profit,Institute Co- Chair,2010-05-16,,american-bar-association-national-institute-on-criminal-tax-fraud-and-civil-tax-controversy
2803,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,Wolters Kluwer CCH,Corporation,Columnist,2007-05-16,,wolters-kluwer-cch
2804,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,American Bar Association Section of Taxation,Non-Profit,Council Director,2012-09-16,2015-09-16,american-bar-association-section-of-taxation
2805,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,American College of Tax Counsel,Non-Profit,Secretary- Treasurer,2015-09-16,2016-09-16,american-college-of-tax-counsel
2806,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,University of Southern California Gould School of Law Annual Tax Institute,University/Colle ge,"Subcommittee Chair - Ethics, Compliance and Enforcement",2004-06-16,,university-of-southern-california-gould-school-of-law-annual-tax-institute
2808,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,American College of Tax Council,Non-Profit,"Chair, Nominating Committee",2012-09-16,2015-09-16,american-college-of-tax-council
2809,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,9150 Trust,Trust,Trustee,1992-03-16,,9150-trust
2810,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,Rettig Family Trust,Trust,Trustee,2000-08-16,,rettig-family-trust
2811,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,MAHGOS 1989 Trust,Trust,Trustee,2010-09-16,,mahgos-1989-trust
2812,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,MAYGOS 1989 Trust,Trust,Trustee,2010-09-16,,maygos-1989-trust
2813,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,MUGEHS 1989 Trust,Trust,Trustee,2010-09-16,,mugehs-1989-trust
2814,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,MAHSHS 1998 Trust,Trust,Trustee,2010-09-16,,mahshs-1998-trust
2815,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,B Family Trust 2003 fbo LMB,Trust,Trustee,2005-11-16,,b-family-trust-2003-fbo-lmb
2816,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,B Family Trust 2003 fbo LMF NonEx,Trust,Trustee,2005-11-16,,b-family-trust-2003-fbo-lmf-nonex
2817,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,B 2014 GRAT,Trust,Trustee,2014-06-16,,b-2014-grat
2818,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,B Family Trust 2003 fbo LMF Ex,Trust,Trustee,2005-11-16,,b-family-trust-2003-fbo-lmf-ex
2820,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,B Family Irrevocable Trust 1999 fbo LMF,Trust,Trustee,2005-11-16,,b-family-irrevocable-trust-1999-fbo-lmf
2821,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,LIB 2014 GRAT,Trust,Trustee,2014-06-16,,lib-2014-grat
2822,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,LIB Family Trust 2003 fbo LMF,Trust,Trustee,2005-11-16,,lib-family-trust-2003-fbo-lmf
2823,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,LIB Family Trust 2003 fbo LMB,Trust,Trustee,2005-11-16,,lib-family-trust-2003-fbo-lmb
2824,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,LIB 2009 GRAT,Trust,Trustee,2005-11-16,,lib-2009-grat
2825,charles-p-rettig,treasury,"Commissioner, Internal Revenue Service",,,2182,2018-02-08,,28,,,B 2009 GRAT,Trust,Trustee,2005-11-16,,b-2009-grat
2827,cooper-franklin-godfrey,treasury,Special Assistant,,,468,2017-06-12,,28,"$54,972",,"Let's Grow, Virginia! PAC",Political Action Committee,Policy Advisor,2016-07-16,2016-12-16,let-s-grow-virginia-pac
2828,cooper-franklin-godfrey,treasury,Special Assistant,,,468,2017-06-12,,28,"$54,972",,Ed Gillespie for Governor,Political Organization,Deputy Policy Director,2017-01-16,2017-02-15,ed-gillespie-for-governor
2829,cooper-franklin-godfrey,treasury,Special Assistant,,,468,2017-06-12,,28,"$54,972",,"Right to Rise Policy Solutions, Inc.",Corporation,Contractor,2015-05-16,2015-06-16,right-to-rise-policy-solutions-inc
2830,cooper-franklin-godfrey,treasury,Special Assistant,,,468,2017-06-12,,28,"$54,972",,JEB 2016,Political Organization,Policy Advisor,2015-06-16,2016-02-15,jeb-2016
2832,frank-anthony-ragusa,treasury,Special Assistant,,,2185,2017-05-15,,28,"$66,510",,The Blackstone Group,Corporation,Financial Analyst,2015-06-16,2017-03-16,blackstone-group-lp
2833,frank-anthony-ragusa,treasury,Special Assistant,,,2185,2017-05-15,,28,"$66,510",,The Wharton School - University of Pennsylvania,University/Colle ge,Teaching assistant and research assistant,2015-01-16,2015-05-16,the-wharton-school-university-of-pennsylvania
2834,mary-claire-burghoff,health-and-human-services,Special Assistant,"Policy Advisor, Centers for Medicare and Medicaid Services",,186,2017-06-25,2018-01-13,38,"$94,796",,Womack for Congress,Federal Campaign Committee of a Candidate,Contractor,2012-09-16,2017-04-16,womack-for-congress
2835,geoffrey-william-seiji-okamoto,treasury,Deputy Assistant Secretary ( International Development Policy),,,1171,2017-05-01,,28,"$130,000",,Convexity Group LLC,Corporation,Owner,2016-01-16,,convexity-group-llc
2836,james-ernest-littlefair,treasury,Advance Representative,,,2186,2017-03-07,,28,"$44,941",,58th Presidential Inaugural Committee,Political Ceremony,Event Coordinator,2016-12-16,2017-01-16,58th-presidential-inaugural-committee
2837,james-ernest-littlefair,treasury,Advance Representative,,,2186,2017-03-07,,28,"$44,941",,Uber,Corporation,Driver,2016-07-16,2016-08-16,uber-technologies-inc
2841,jessie-k-liu,treasury,Deputy General Counsel,,,767,2017-04-17,2017-09-21,28,"$165,000",,Morrison & Foerster LLP,Law Firm,Partner,2016-04-16,2017-04-16,morrison-foerster-llp
2842,jessie-k-liu,treasury,Deputy General Counsel,,,767,2017-04-17,2017-09-21,28,"$165,000",,Jenner & Block LLP,Law Firm,Partner,2009-03-16,2016-04-16,jenner-block-llp
2844,joseph-m-smith,treasury,"Director, Operations (Scheduling and Advance)",,,2187,2017-03-01,,28,"$144,945",,Financial Services Roundtable,Non-Profit,Vice President,2014-05-16,2017-02-15,financial-services-roundtable
5144,john-m-cooney,commerce,"Senior Advisor for Budget and Administration, International Trade Administration",,,277,2017-04-24,,43,"$131,767",https://www.linkedin.com/in/john-cooney-3405594/,"Fallbrook Communications, LLC",Corporation,Partner ,,,fallbrook-communications-llc
5149,cameron-dorsey,commerce,Special Assistant,Special Assistant to the Chief of Staff,Policy Assistant for the Advocacy Center,355,2017-01-25,2017-11-25,43,"$66,510",https://www.linkedin.com/in/cameron-dorsey-16992667/,2016 Republican National Convention,Convention,Housing Data Manager,,,republican-national-convention
2846,justin-george-muzinich,treasury,Deputy Secretary,Counselor to the Secretary,,945,2017-02-17,,28,"$165,300",,New York Presbyterian Hospital,Hospital,Trustee,2016-11-15,,new-york-presbyterian-hospital
2847,justin-george-muzinich,treasury,Deputy Secretary,Counselor to the Secretary,,945,2017-02-17,,28,"$165,300",,Friend Trust #1 (HRB),Trust,Trustee,2016-06-16,2017-02-15,friend-trust-1-hrb
2849,justin-george-muzinich,treasury,Deputy Secretary,Counselor to the Secretary,,945,2017-02-17,,28,"$165,300",,Family Trust #2,Trust,Trustee,2011-01-16,,family-trust-2_hide-45c90202-0424-4d2d-ad81-f8a7d0219c41
2850,justin-george-muzinich,treasury,Deputy Secretary,Counselor to the Secretary,,945,2017-02-17,,28,"$165,300",,Family Trust #3,Trust,Trustee,2012-01-16,,family-trust-3_hide-585c055d-24b6-4100-a00c-cfd4fc497f43
2852,justin-george-muzinich,treasury,Deputy Secretary,Counselor to the Secretary,,945,2017-02-17,,28,"$165,300",,Muzinich & Co.,Corporation,Director,2004-01-16,2017-02-15,muzinich-co
2853,marisol-garibay,treasury,Deputy Assistant Secretary,,,444,2017-06-26,,28,"$130,000",,American Action Forum,Non-Profit,Communication s Director,2013-07-16,2017-06-16,american-action-forum
2854,martha-maria-pacold,treasury,Executive Secretary,Deputy General Counsel,,997,2017-03-27,,28,"$165,000",,Bertlit Beck Herman Palenchar & Scott LLP,Law Firm,Partner,2007-09-16,2017-03-16,bertlit-beck-herman-palenchar-scott-llp
2855,martha-maria-pacold,treasury,Executive Secretary,Deputy General Counsel,,997,2017-03-27,,28,"$165,000",,University of Chicago Law School,University/Colle ge,Lecturer in Law,2014-04-16,2017-03-16,university-of-chicago-law-school
2857,matthew-button-kellogg,treasury,Assistant Secretary (Legislative Affairs),"Deputy Assistant Secretary for Legislative Affairs (Banking and Finance, and Terrorism and Financial Intelligence)",,2190,2017-03-29,,28,"$130,000",,Independent Petroleum Association of America,Non-Profit,General Counsel,2011-11-15,2015-09-16,independent-petroleum-association-of-america
2858,michael-j-desmond,treasury,"Chief Counsel, Internal Revenue Service",Assistant General Counsel,,2191,2018-03-02,,28,,,"Law Offices of Michael J. Desmond, APC",Law Firm,Shareholder/Fo under,2012-01-16,,law-offices-of-michael-j-desmond-apc
